Date,SPY,QQQ,IWM,EFA
2018-02-26,234.39021914046214,161.53246879528302,139.51643292868195,65.95759307187969
2018-02-27,234.83412764850462,159.3780005766541,139.04854787643455,66.4728146818014
2018-02-28,234.64165289605083,158.60557020458197,138.17951025079392,66.07473138354912
2018-03-01,234.03884924820105,156.4610849477448,138.73124127997448,65.51915318743131
2018-03-02,230.85486472791047,156.0875441711827,140.236841095667,65.12868799464484
2018-03-05,229.3525067721033,155.53233055608132,139.9129987680153,65.87949130134248
2018-03-06,228.4186983435349,157.11749217589826,141.64333873580176,65.90049481994153
2018-03-07,230.7747264848244,159.7834853239904,144.02642889000285,65.7938633089784
2018-03-08,231.5884166020331,162.6695928089288,142.5681607153152,65.73326550171065
2018-03-09,227.82445168832987,161.5728160659595,141.25177120320774,66.60736568191015
2018-03-12,228.58554274698056,161.19864543023436,141.0572304788806,66.11869444975163
2018-03-13,227.81744734659745,157.86584020144707,141.58032017877747,67.01375564544479
2018-03-14,226.4266710761889,156.32075396454186,140.77074582798278,67.16866279559859
2018-03-15,227.80130042250198,158.2828242568971,142.97627112176548,67.07270883779914
2018-03-16,230.09415779159377,161.5888830071531,143.6960979503362,68.79776416445947
2018-03-19,232.19120559958367,159.14591355925603,143.7910807708131,68.08239769490568
2018-03-20,230.4200969898348,158.01257034445254,141.4990815988471,67.85283621352394
2018-03-21,229.81052996785232,158.0101652613787,139.4333584214595,67.02775242482502
2018-03-22,230.5938987532809,158.61922633951067,139.9082159382808,67.68698828869508
2018-03-23,232.79284987810175,157.05937866812997,136.5947807005735,68.86215071301345
2018-03-26,231.80443145592687,157.95087535586714,138.20173406833754,70.04411317018574
2018-03-27,231.46126861612103,157.0605994908993,137.9835747900453,70.9268296390405
2018-03-28,229.11670164376542,157.08186360873228,143.18268961337733,70.79895577648153
2018-03-29,226.60336880098532,158.21693357336426,147.01052269520957,70.55201718956103
2018-03-30,228.41215171678232,158.2799755334288,146.73969285882262,69.38659989297625
2018-04-02,231.4212773804155,157.46212872597326,146.59416170133824,70.83836566228292
2018-04-03,231.32696599702575,157.29475780470258,148.2900701887066,71.18733320225762
2018-04-04,233.59467585650066,157.16963112180693,151.2139835869112,70.84849615748776
2018-04-05,234.4582223407477,156.48832938886449,148.46302419062357,71.81666822073475
2018-04-06,233.09694137553893,156.02845134035041,145.51713268787495,71.12930044913313
2018-04-09,233.95811635319475,159.25343952658824,144.5252323215732,71.43479105452515
2018-04-10,237.44784666273816,160.43378029534958,145.51442544080768,71.32396484639122
2018-04-11,237.43224523962854,159.88839359881376,146.3678150241931,71.79802336090637
2018-04-12,241.0343874684282,161.3497376115674,148.1857115346548,71.76547324871271
2018-04-13,235.20516196672023,160.72358439329838,146.21475937807588,70.73686103030491
2018-04-16,237.10361247915765,163.16850891885343,142.45517442509922,70.80402499402939
2018-04-17,237.36346263631668,163.9822152016636,143.87859351018525,71.56990810340403
2018-04-18,236.75835635705226,163.81267648211,142.5642068149663,71.5622382167414
2018-04-19,237.02838522967195,164.79161260724393,139.36807618389784,72.13701258857671
2018-04-20,232.68182429939841,161.61355182780736,139.6273130914564,71.39419890436442
2018-04-23,232.26270324354678,159.3860947258631,140.91883448775707,71.3886744686729
2018-04-24,233.11136172454093,157.05639529942638,140.75398468285854,70.9540201496639
2018-04-25,236.4540483343393,157.38945213395692,140.0550495397454,71.50363049078304
2018-04-26,235.36312033291438,160.91373568972617,139.83204872982296,71.53972796073329
2018-04-27,233.63563477935008,165.554031855146,139.27543636635795,72.0525361497909
2018-04-30,232.59400002696646,166.94322200201458,137.19202730829218,72.86044607249349
2018-05-01,234.67861888617662,168.0533139803423,136.1138106108849,73.38386403955978
2018-05-02,235.4729918061264,164.33508423966057,136.94996348880187,73.59993570315312
2018-05-03,234.3611440973243,163.26717233097904,137.47974717445842,72.87680551357738
2018-05-04,235.564795394307,161.70606457409679,137.77139094232544,72.88840989920982
2018-05-07,235.84531126385062,160.49708602277948,136.25461343490662,72.5114075832654
2018-05-08,238.07881675033767,160.20829849073212,136.0035152319181,72.27392097280169
2018-05-09,236.56921310098335,159.30880878426052,132.71561786860804,72.01509216843232
2018-05-10,235.90224948644314,155.43461157960826,133.0128652410409,71.32067737685672
2018-05-11,235.0939604194034,156.95597981912363,135.21431933732873,69.94054147701338
2018-05-14,231.92850750319315,154.89811083003963,133.00137614051621,69.4841400824781
2018-05-15,232.64182939256804,155.4150435777705,132.14888079660028,69.63274351644483
2018-05-16,233.2800389656254,159.58037032926728,132.67126595179204,68.70581669877775
2018-05-17,233.35496540063102,157.79267499055757,134.5981639378465,68.72954928999566
2018-05-18,232.90180532015412,152.89032308206475,133.94441210913087,70.07173019371449
2018-05-21,229.87041782368513,152.3887722372231,132.92552247907938,70.81127057002605
2018-05-22,229.02103200499252,154.5663131345917,130.01853173961837,72.00753885131353
2018-05-23,228.34286924138863,158.47764376710666,130.19891056507623,72.30550879571747
2018-05-24,226.68022449269833,156.09114915618662,133.27728668931204,73.17508647699485
2018-05-25,226.39678198630673,157.12087418639032,133.72564311602466,72.65668754578391
2018-05-28,227.32480903891255,156.25206554268271,133.72041082612483,72.19988112823282
2018-05-29,231.47583197032102,156.0931812328963,134.23831574205727,70.24701124879886
2018-05-30,231.9212543804331,161.43235484901567,134.25009171886907,71.1051869502656
2018-05-31,232.54978547477708,158.45458361347144,133.046566657155,72.23123680447222
2018-06-01,232.44966404482597,159.0124169357208,134.3230609542601,71.84308703758975
2018-06-04,228.3354538616155,160.00293095429902,134.69610786362668,71.6728563253914
2018-06-05,228.3405423479359,162.258252266577,134.75177681540606,71.14365827085007
2018-06-06,228.53287221210354,162.5102615432318,133.29814039804546,71.43195195425862
2018-06-07,233.97828888386812,163.19400047288673,135.3118560640213,72.26000764404196
2018-06-08,233.61711293517524,162.44229519578832,136.36466697147588,71.01510796707883
2018-06-11,234.34764557911072,163.0457723394967,135.54133255753968,71.32213276794856
2018-06-12,234.33471511710022,162.39385971093645,137.11908053538622,71.13684447577381
2018-06-13,231.82443691933554,163.72253698720863,136.3767557301532,71.23153435607749
2018-06-14,234.40533690517688,163.0136525350187,135.20169821303858,71.57523576287522
2018-06-15,236.14115546011112,163.84198117141224,134.0706624514372,71.45297522818899
2018-06-18,237.97773273725568,163.83358997658542,131.43316283360596,71.39178369705948
2018-06-19,236.00595153457476,166.2272083288372,132.16600354286803,71.25139735624292
2018-06-20,239.22032778552227,166.17235579687227,129.4777427690929,71.96512312474975
2018-06-21,236.13686440591775,162.5531277835689,127.71398150501079,72.28304595383584
2018-06-22,237.514735703504,165.210606886487,124.76996730565277,72.4574998160247
2018-06-25,242.54817349451767,163.38793970469052,124.674873135141,71.54863962256464
2018-06-26,240.35415300781395,162.09914430969354,124.48912368441819,71.28950126881962
2018-06-27,239.13668209585978,160.93828738920962,124.05530290204925,71.95163121851557
2018-06-28,239.4272743144274,163.801402884052,122.62356672273468,71.9924571674081
2018-06-29,238.35594749860226,159.50339868300222,121.03028943737223,72.48619326014921
2018-07-02,234.9530153399747,165.9878522349698,121.69522843027069,73.8021727994002
2018-07-03,235.16943071023658,168.26449760667882,120.96371341960536,74.59277403398221
2018-07-04,232.88417500455967,168.7919916381297,121.42432992369,74.67683142497745
2018-07-05,233.99250204025145,168.72885176944052,120.23726334512385,74.30712959121372
2018-07-06,232.03173412589823,169.39073751738667,120.51009626307278,72.43262683626085
2018-07-09,235.5192069518211,170.5606732624681,122.33030591563669,72.32334630942219
2018-07-10,233.84634113067563,172.00740031049017,123.17237527530213,72.09959235375604
2018-07-11,233.19939497012828,173.27066675292048,122.6239013253148,72.39738741941245
2018-07-12,235.06303039414087,173.52140965983804,123.00829750373487,72.29871067950481
2018-07-13,232.40834575914533,173.14548940732564,122.69927193076893,72.07912109766342
2018-07-16,232.97194703716727,172.8706827440704,122.73643641401905,70.81119190374888
2018-07-17,235.9316637826922,172.50145361578066,122.31022837697199,70.15663480449943
2018-07-18,232.43851338010572,175.03873356400157,122.10859584433723,70.50769655351466
2018-07-19,232.90791827297127,176.40859311547814,122.42874451428342,71.75115124323403
2018-07-20,233.54427038923114,170.04700550803514,121.08333728909207,71.69408429287732
2018-07-23,235.340170885214,171.51246311347572,119.72213969883354,71.94482922119305
2018-07-24,232.66897494847098,171.9883670230113,117.87708803532539,72.65243770264512
2018-07-25,229.84666444966783,172.00242801512513,115.78216967364477,72.07456459132247
2018-07-26,231.04606632723002,171.21690123221993,114.21942531354524,72.35507835292859
2018-07-27,231.75856711508456,173.71414967743556,114.45056794350091,71.83052355959022
2018-07-30,232.37116054400803,175.856144850037,113.3219907071602,72.4729520831171
2018-07-31,233.19671518890073,174.20737832120352,114.00822268515628,72.59722648454424
2018-08-01,231.76630463619418,175.15867126564734,114.07745911539962,72.82957564282066
2018-08-02,232.33887290274382,173.08243643763083,111.58319274036971,72.2709016017366
2018-08-03,233.04674529763352,170.1539979740869,112.4389775867746,72.80139365410501
2018-08-06,231.54214020120318,168.869370919197,113.501691237035,74.3612023046669
2018-08-07,235.72470444167303,170.76836707013246,112.25374467242719,73.62339470034473
2018-08-08,236.84708815341338,172.88623324250537,112.81393881586612,73.38545026339318
2018-08-09,234.25980863223074,174.0626855051198,111.7474726809764,73.57073881114722
2018-08-10,235.78195504910116,175.7158680457419,111.89518528466816,74.17008541475485
2018-08-13,233.68414597577024,176.91846909461282,110.32582304226943,73.76678130789415
2018-08-14,235.49283018694874,175.55011395579274,108.12841961952455,71.70364282002106
2018-08-15,238.15006128235765,176.5640543382086,107.68306661264188,72.70631152105582
2018-08-16,236.37489506279678,178.41020065976332,107.55505780877827,73.27948404872087
2018-08-17,238.60153649500208,180.1709342354353,107.09401679577444,72.01689334208996
2018-08-20,239.59935634590556,182.9480798210568,105.68838050031006,71.59063755521127
2018-08-21,241.53363426343898,184.64658482978496,105.2326928653705,72.74479810740675
2018-08-22,245.9687664374821,185.52486891484568,105.57705107063857,73.82793017605619
2018-08-23,245.46605771151943,188.1028755064279,105.54585269509731,74.54366204556642
2018-08-24,243.79052684532425,188.09973870237172,105.78707425274385,74.42539963640291
2018-08-27,241.81598786151423,186.08047309981782,105.00872483185236,74.5016306218735
2018-08-28,240.0245455008271,185.75753367202418,106.43590412079175,74.41731968384653
2018-08-29,239.91518518451826,184.0808033832303,105.04826431973497,75.2824918576721
2018-08-30,240.7554929569444,182.57952356131156,105.65317661130051,74.63482608022528
2018-08-31,241.45163073059086,182.30525727603174,107.10146844242095,74.04498695266196
2018-09-03,243.41264499001568,180.5515671562327,107.71007919087127,74.81682198799194
2018-09-04,243.50897605052276,179.9094983182614,107.48596154556958,74.79738561710262
2018-09-05,246.94391053113966,175.72391442043326,106.86682310648081,75.85805368911035
2018-09-06,246.39434315441613,176.25270758616514,108.15279947083593,75.36047806802311
2018-09-07,252.87853471895866,176.3113474282617,106.44447739280682,75.33299064619099
2018-09-10,254.44738901988322,174.56105447640567,105.30246488588732,74.6498425070206
2018-09-11,252.46371402836138,176.07283380519868,104.85122470389018,74.66936677302472
2018-09-12,249.99011224587062,178.2215557673856,106.35574972747861,73.57864792200321
2018-09-13,251.20092560690182,174.70373237178075,106.83752865243788,73.23161982874181
2018-09-14,250.73946498490395,173.08790948152816,105.69379017186588,72.192669905272
2018-09-17,252.50571949225915,171.47316640966835,105.34504179332559,72.7129796870061
2018-09-18,253.7065775122121,169.50841720065102,104.6361189387228,73.25377258930013
2018-09-19,253.60122209262764,171.34352263014821,103.81952329709837,72.00082965875862
2018-09-20,251.64878635328768,170.97988638876518,105.00070822211099,72.98903673697257
2018-09-21,248.1400407136927,170.46513903684405,103.40222519481154,74.86362523963427
2018-09-24,247.16272239441014,166.26817223798167,105.32826792209906,74.91237750502268
2018-09-25,249.23891645529628,167.65779294875165,106.34479182600937,74.44380964353802
2018-09-26,249.81177978905754,165.1128579040502,107.69135042454889,76.60776834639472
2018-09-27,246.95581794134893,165.29004313086216,107.1504070283039,75.61024839251411
2018-09-28,247.42776214651587,165.92134472820666,106.99122745589929,75.63973879132564
2018-10-01,248.3980236633253,168.84379480614194,105.2891023847418,75.79099714300287
2018-10-02,246.39933763077389,166.13519251637163,104.68693261617877,76.83994557582213
2018-10-03,246.8248378726043,159.98451872949025,105.2970405822067,77.13350558569134
2018-10-04,247.02801834646112,160.40643281701085,106.8787249454211,76.76119995569205
2018-10-05,244.44113617743363,164.13882578776872,105.56789429199945,76.04304548086006
2018-10-08,245.3358574033999,166.7739471560615,105.15372614760851,75.79570504229666
2018-10-09,246.70661854686708,167.26814882576772,104.9958954225467,75.04440890752389
2018-10-10,249.3123533047322,166.28806784950888,103.36929747459745,75.09465560868227
2018-10-11,251.8759872151637,168.0409806477932,104.08696488475434,74.68282389121788
2018-10-12,248.68621416835686,166.04516226481502,103.25802614419443,73.58041922790612
2018-10-15,246.55944521993396,167.09772439456822,103.05150765996811,74.53113289236724
2018-10-16,247.82988538843492,168.2186469241081,102.54664881945084,74.1721070184221
2018-10-17,249.10393104787303,170.53481213518293,101.65462519035871,73.24381791817873
2018-10-18,250.38751150234435,176.62438540802364,101.66820811495734,73.13340625162981
2018-10-19,259.74164708316647,177.5561324624442,101.44160967924924,73.1975300879536
2018-10-22,261.21784064027753,176.47724058158357,101.036352604496,71.93379988340784
2018-10-23,264.10786568868434,176.47640307019824,100.22662706654734,72.18817460687454
2018-10-24,266.57213666779296,172.6413588869742,100.61189123517282,71.44366172713742
2018-10-25,268.29115093120265,171.19123590682204,102.53807605022752,72.70004781281955
2018-10-26,267.56608378338217,170.36484025057598,102.72277630324514,73.0986844028038
2018-10-29,269.56538597735437,169.29738172031153,103.91178088035221,72.81828257276076
2018-10-30,267.67706861274934,169.67651560921288,102.30843627032995,72.28696152193115
2018-10-31,267.15162418334126,167.98080519453092,102.51349763825269,72.22405057445333
2018-11-01,266.0017641957141,170.42423649712813,101.26744415492597,72.68512477945333
2018-11-02,266.2802688632889,170.4787927578752,99.60692762134188,72.68006206788323
2018-11-05,272.24262749206173,170.5129409120095,98.79643537821019,72.53474178092941
2018-11-06,267.55429063162444,169.86390690337103,100.16210115458989,72.59102291525609
2018-11-07,269.3683754115696,170.2503920753377,101.26851405524792,72.16406725239888
2018-11-08,265.3670476115809,172.08404123439976,101.56961756943365,71.9283402806181
2018-11-09,264.25840558353775,170.26833193439006,99.8409831705105,70.44518145747755
2018-11-12,267.06441043112,168.91600638074843,99.64029297334498,71.15327684173424
2018-11-13,267.2995857604026,168.32429729803974,100.0030893807001,71.38125351159282
2018-11-14,264.6634873460243,165.54673476739393,100.22372781286211,70.840217163048
2018-11-15,262.95239092253837,163.8988258217813,98.17109297118678,72.22249986396096
2018-11-16,264.7186080147579,162.97013497375514,97.20576687273955,72.29941046263711
2018-11-19,262.96972375606794,164.8277009293597,97.15590518595123,71.56169402109879
2018-11-20,263.580036483674,165.42635545576906,97.76937779970464,72.19583333790612
2018-11-21,263.7655120454573,165.8829762804556,95.3851743084367,72.49963915939384
2018-11-22,262.21801325639706,167.72409615225195,95.23031631406559,72.80217846740167
2018-11-23,267.65730627071434,167.48722555794748,95.40527328317742,72.50401699876112
2018-11-26,269.3388476284733,168.36663253039293,96.34938760710627,72.84761829949575
2018-11-27,264.3059311166535,168.20120750987243,97.13004954799872,72.6692893108027
2018-11-28,264.8442473480004,168.81807202564207,97.79466519486073,73.09131352235026
2018-11-29,263.2650792537945,167.63634657599027,96.93232423871775,71.71477518060297
2018-11-30,265.466587645758,162.61546150489917,94.87799737866624,71.41522371871888
2018-12-03,263.5579284759341,162.3921328789818,94.47625384491072,72.67925967553964
2018-12-04,263.3441801078128,165.38174135534305,95.57578091675083,72.13302946767207
2018-12-05,264.67597578647224,167.37604763307263,97.11863102633887,71.70878247939426
2018-12-06,266.922880622888,169.4780446862783,97.9251677986264,71.39911719439593
2018-12-07,263.98462492955036,172.19277465820065,98.42406650839337,70.54344150943692
2018-12-10,263.2233576605121,172.43995226777122,98.86977236540008,69.00359710061953
2018-12-11,262.1162077689326,172.92404945989338,98.26925898423377,68.85630826410701
2018-12-12,260.57412847873337,171.63811117955697,98.14539471053958,68.96357593016113
2018-12-13,265.02977416400756,171.01026298387245,100.04188619757365,68.94000133033902
2018-12-14,266.11850309820716,172.39683847325833,98.99950490187646,68.85230087807007
2018-12-17,263.03846965204747,175.08717596939837,100.85039807932681,68.8950792064151
2018-12-18,265.4021151568014,174.83533719669566,100.50427336565546,69.62205022256585
2018-12-19,270.85168960359016,173.90170214417515,102.04794247974137,69.50155421784824
2018-12-20,273.5816452435341,173.95807490315858,100.45445457015062,69.1135088143056
2018-12-21,269.75556068643186,175.33637550961186,101.14563992713995,68.93086400107435
2018-12-24,268.5973595715752,172.23035847669735,100.32558645044672,69.34753483088976
2018-12-25,271.9062822261899,167.37238390551045,98.749528803041,70.35471435209946
2018-12-26,270.1678481952241,166.26826226741187,99.0156647428948,69.92379470207715
2018-12-27,271.3772563564893,163.78268392497588,100.17692709131292,70.00666573920246
2018-12-28,273.4455083907409,162.78917303706015,99.24292677546526,70.2589769916781
2018-12-31,271.13490778943196,162.53795601581697,97.59115838710495,69.57262298503882
2019-01-01,271.0563864849509,161.66375908925798,97.51039320961341,69.59997647465886
2019-01-02,262.95228434067633,164.70161589624772,97.43456631319133,68.59220695209729
2019-01-03,260.490359137681,165.4335338003956,98.06317268274846,67.39264433702704
2019-01-04,259.9403350735427,166.11371552490684,99.14592676910365,67.6548899734307
2019-01-07,256.9636149583318,167.47416835650904,99.10030904555686,67.40625672097316
2019-01-08,261.02916731684525,165.14083120009835,101.22902073431133,67.5564766903708
2019-01-09,257.59572662521936,167.3701238614107,101.5084003339483,67.55694534292972
2019-01-10,256.5968542625511,167.26352966598796,101.13203513674249,66.90789626618248
2019-01-11,256.984145568517,168.73599145213467,99.32198809578938,66.88991257617981
2019-01-14,260.578969867291,166.52553169860192,99.04776322043398,66.0760915889208
2019-01-15,257.1375505754668,163.34925562076918,98.69175561250808,67.02153368078912
2019-01-16,260.05023913466414,165.0935829499524,99.79356857852724,66.12417218200177
2019-01-17,260.146348261687,165.9310361414156,100.33968719301627,66.00617793051842
2019-01-18,257.81513138157374,164.1080309190101,99.02793725182151,65.32864018422725
2019-01-21,259.01398798656857,162.3712973177886,99.24273104094726,65.7176241008958
2019-01-22,259.5724417726201,164.74227404778316,100.02264574790388,65.51072882163328
2019-01-23,258.17486425322085,162.34351550301866,101.79249281199822,65.18136143234045
2019-01-24,258.4156949231738,165.79096544023582,102.84399188032779,65.75661835031198
2019-01-25,257.54680102090515,163.97245495265176,103.75723382212803,65.78844791929681
2019-01-28,257.8935520103589,165.34908384109323,103.85011767739061,66.14430849783776
2019-01-29,259.5829422685861,164.71820335137377,104.33065387233785,65.5055789199293
2019-01-30,263.57436351266733,166.0274378591019,105.84193116407695,64.59670420968553
2019-01-31,260.58056995522986,164.94553545440473,104.27670412714065,64.6786554868534
2019-02-01,265.9584760106852,164.6598438809514,103.8865257707839,64.48320999325595
2019-02-04,261.1689492197733,164.79706159840774,103.00243111056216,64.90379193435132
2019-02-05,260.86579927045204,162.78102169331945,103.46829893346865,64.86368730192186
2019-02-06,262.39158536316546,164.35962166896928,104.94413654191467,65.01007228703018
2019-02-07,263.1609782735216,163.35216950923285,104.25841903594524,63.96700220235309
2019-02-08,261.68848025839867,162.93409459609342,101.49226652454972,65.20840141358802
2019-02-11,261.24561977524525,160.95673902212246,101.0405530767203,65.11273906589878
2019-02-12,260.1024087379754,155.89313146308572,102.11434986576303,65.58444389032678
2019-02-13,258.72850720635927,155.56776967105932,102.76069182087508,65.04626732379553
2019-02-14,260.88509983481043,160.4199416216883,103.28287389107528,65.26073614322804
2019-02-15,261.83810072228425,162.0650110030746,102.97747127312621,64.42143581068083
2019-02-18,260.2003246561353,162.07713429880636,101.51645316778499,64.72775885876071
2019-02-19,262.493166963211,161.5924955782357,102.1331409946871,64.50802077075495
2019-02-20,263.328308791801,161.68956165343087,101.19313226015616,64.53908977904668
2019-02-21,265.43107928247696,162.8596397427453,103.75265121845395,65.0068924442354
2019-02-22,267.0878069692128,160.5056815760886,104.44829334780438,64.2163444549409
2019-02-25,265.07611741989894,162.8266169893617,103.78502656953177,63.7867850641786
2019-02-26,263.74866534071293,164.3529670092023,103.09003602939569,64.09348593723638
2019-02-27,265.6901294266307,165.8994866572208,103.00343595134217,65.47563715008
2019-02-28,267.2998273156029,166.8714638086498,102.74602247848446,65.39682330817936
2019-03-01,267.31996001728663,166.96570720356488,104.07765869436534,65.79994994624708
2019-03-04,267.6895062514223,168.44059914489802,104.32015577772637,65.74135688195071
2019-03-05,271.0147821403066,169.75509451635315,103.48039343708605,67.05354674027924
2019-03-06,269.5776188049207,169.05324838430747,105.7450738595438,65.89538889089872
2019-03-07,271.0487681829577,167.88924427877103,105.82680364751886,65.97061791709396
2019-03-08,270.60522853627907,168.1582046725141,106.77620952919077,64.91072196747949
2019-03-11,270.12287849064415,171.52662641032552,106.06498753664047,63.30322352532326
2019-03-12,273.0165029695699,168.92328706009712,106.52533375415716,63.50519348346274
2019-03-13,275.2292846490981,165.88139897649907,106.92460717468221,63.60645741723143
2019-03-14,277.428786110097,166.27887036833394,104.68029160771411,63.43599291919214
2019-03-15,280.9488730439159,166.43833923560155,107.12275579359324,63.38000149062333
2019-03-18,281.0813112697082,166.855182562035,108.72518412221467,65.40270394789587
2019-03-19,282.97559545143815,167.4219458337905,108.25972189055054,65.24495617174378
2019-03-20,282.2241831869552,167.0048115813538,106.93787950331269,65.59356620709471
2019-03-21,283.1672273608773,170.2232139738457,107.38307388390511,65.17786610850757
2019-03-22,282.8963889194652,166.87725884228968,107.51164017248209,65.38434787417378
2019-03-25,283.23304997338926,165.19687494914783,107.9691481725085,65.2397556614936
2019-03-26,284.90807364969703,165.03449567598156,108.22704584716678,64.9825450877402
2019-03-27,282.7909517736372,161.70436230196916,108.87332191701364,66.197240137861
2019-03-28,288.51640781631346,161.39772285675372,110.69840355691541,66.99989036729944
2019-03-29,285.86475201068936,164.86412732090875,111.43757795727042,67.10486609023143
2019-04-01,282.68087675054045,164.95987610630522,110.14262453399579,65.57664358065789
2019-04-02,285.869254442061,165.49256804582726,111.88142612881931,65.35070709970246
2019-04-03,288.09430682179,162.93757701285105,114.00655284437039,67.16817297076882
2019-04-04,289.8774003503482,161.72853193595788,118.18017701676696,67.02475101748348
2019-04-05,291.68317632286215,161.01694873396727,116.70911598424546,67.78687952469174
2019-04-08,291.7290022800577,160.42463323579028,117.05596645049765,68.79213171604893
2019-04-09,289.3450317601764,163.08783354821958,114.34919470202156,68.95703463667476
2019-04-10,289.6313654426177,164.2899113044795,115.09322958726557,68.38723341927802
2019-04-11,287.8625765379303,162.05682175891764,114.40445001853759,66.74155829257917
2019-04-12,290.60647556597934,162.61251366117526,116.95196492526576,67.21596813235638
2019-04-15,290.2821236178593,163.68839963031832,115.95399042950817,66.67874078702393
2019-04-16,288.1052579265135,166.1093998080888,113.77848396396124,66.80974175372108
2019-04-17,287.3100364246346,169.5040817271298,113.19627948400397,65.98577583669723
2019-04-18,288.5119631831348,167.4032350479264,110.71251257429918,65.82193619749447
2019-04-19,287.05753700899163,165.75438745717923,111.68328177018611,65.85664388643448
2019-04-22,284.9136745434698,163.20067321377397,109.12179845097312,66.04754013276947
2019-04-23,285.64839980723565,162.7718707962298,109.1803220503599,65.32179435048813
2019-04-24,286.38848183002784,163.78304871922825,106.6608491742537,66.12697569339115
2019-04-25,285.09768385484404,165.88576426515178,106.29686819680444,65.74265380014036
2019-04-26,283.9090089340123,165.77972539948135,108.31931353950034,64.65452993322147
2019-04-29,284.6098454403474,165.1654521912641,108.7863999964208,64.59562087235606
2019-04-30,280.8186214337671,165.5340879919571,107.74946044268744,64.63010941855232
2019-05-01,277.18427021968967,163.85350920714407,107.7343418573598,64.74692979786116
2019-05-02,275.3840525559765,168.2777630850908,107.7793609655801,65.65426661450088
2019-05-03,274.9041824769165,164.95600484442508,108.38165061157936,65.51025598308874
2019-05-06,275.7882131254723,165.39288651168974,106.73760947826753,65.44357751173068
2019-05-07,279.7361537119727,169.71766735040364,107.48014666177401,64.73206071150751
2019-05-08,282.0893288909501,169.78609947823537,104.25655345948235,65.2818670610527
2019-05-09,281.7401888976002,169.43385250880405,103.53668498460469,65.41550261402868
2019-05-10,281.76642891721696,168.72609682179163,102.98702210367833,65.15135447311607
2019-05-13,279.18601130880563,168.39651553708256,103.75140742520408,63.92452423282754
2019-05-14,279.21334070432033,171.3888815006037,103.80019261600606,64.87411414938074
2019-05-15,278.5287822267912,166.73167020234456,102.18079369322943,64.08832033715491
